article_id,source_article_id,title,company_name_raw,company_name_resolved,company_id,published_date,published_year,published_quarter,published_month,category_raw,category_standardized,revenue_raw,revenue_currency,revenue_is_range,arr_usd,arr_parse_status,summary,url,author,word_count,industry,founded_year,headquarters,employee_count,is_public,stock_ticker,company_age,company_size_category
ART-6CCD20C275C2FA78,ART0347,Databricks CEO Discusses Future of AI,Databricks,Databricks,COMP-2D3DAD417C3B2CB2,2021-12-24,2021,4,12,Big Data,DATA_ANALYTICS,$1.180B,USD,False,1180000000.0,valid,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/347,Alex Johnson,2790.0,Data Analytics,2003,"Berlin, Germany",17962,True,DATA,18,Medium
ART-51E58E109510DBFB,ART0348,Confluent Acquires Competitor for Undisclosed Sum,Confluent,Confluent,COMP-65AAA4A1B46C7F71,2021-12-12,2021,4,12,FinTech,FINTECH,Not disclosed,,False,,invalid_missing,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/348,John Smith,2560.0,Cloud Computing,1995,"London, UK",3884,False,,26,Small
ART-EB35DBFFB3E89535,ART0349,Snowflake Acquires Competitor for Undisclosed Sum,Snowflake,Snowflake,COMP-FDA76B0BCC1E87CF,2020-08-27,2020,3,8,Financial Technology,FINTECH,Not disclosed,,False,,invalid_missing,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/349,John Smith,2067.0,Cloud Computing,2012,"London, UK",49545,True,,8,Large
ART-17E3F24BD54FC663,ART0350,Scale AI Reports Record Revenue Growth,Scale AI,Scale AI,COMP-3DA36D688D43678F,2023-10-18,2023,4,10,FinTech,FINTECH,$0.760 billion,USD,False,760000000.0,valid,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/350,Alex Johnson,,AI/ML,2003,"Berlin, Germany",23379,False,,20,Medium
ART-EB1C7A016A083C05,ART0351,Stripe Raises Series D Funding Round,Stripe,Stripe,COMP-4D08EC58743327BA,2023-02-09,2023,1,2,InfoSec,CYBERSECURITY,$2.300B,USD,False,2300000000.0,valid,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/351,,1491.0,Data Analytics,2002,"Seattle, WA",36348,True,STRI,21,Large
ART-30B17CECE4CF5EC2,ART0352,Databricks Reports Record Revenue Growth,Databricks,Databricks,COMP-2D3DAD417C3B2CB2,2021-04-14,2021,2,4,FinTech,FINTECH,"¥135,000,000,000",JPY,False,900000000.0,valid,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/352,John Smith,2717.0,Data Analytics,2003,"Berlin, Germany",17962,True,DATA,18,Medium
ART-B5D316EC3D3BECC6,ART0353,Anthropic Partners with Major Enterprise Client,Anthropic,Anthropic,COMP-B780A23B530EF6BB,2022-01-30,2022,1,1,Data Analytics,DATA_ANALYTICS,,,False,,invalid_missing,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/353,Alex Johnson,2862.0,FinTech,2006,"San Francisco, CA",43747,False,,16,Large
ART-2808DB47B760D1E3,ART0354,Microsoft Announces Breakthrough in Large Language Models,Microsoft,Microsoft,COMP-11F3242118FF2ADD,2022-12-12,2022,4,12,InfoSec,CYBERSECURITY,,,False,,invalid_missing,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/354,John Smith,2384.0,Data Analytics,2018,"Austin, TX",48646,False,,4,Large
ART-37D431E01C6FDBFA,ART0355,Stripe Unveils Next-Generation Platform,Stripe,Stripe,COMP-4D08EC58743327BA,2020-01-18,2020,1,1,Cloud Services,CLOUD_COMPUTING,720.0M USD,USD,False,720000000.0,valid,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/355,Jane Doe,1471.0,Data Analytics,2002,"Seattle, WA",36348,True,STRI,18,Large
ART-790EC1CFBFE6E479,ART0356,Databricks Partners with Major Enterprise Client,Databricks,Databricks,COMP-2D3DAD417C3B2CB2,2023-06-09,2023,2,6,Analytics,DATA_ANALYTICS,Not disclosed,,False,,invalid_missing,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/356,Sam Wilson,1236.0,Data Analytics,2003,"Berlin, Germany",17962,True,DATA,20,Medium
ART-E7EEDE4AADE6FEDE,ART0357,Confluent Launches New AI-Powered Product,Confluent,Confluent,COMP-65AAA4A1B46C7F71,2023-03-25,2023,1,3,FinTech,FINTECH,$790.0 million,USD,False,790000000.0,valid,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/357,John Smith,2546.0,Cloud Computing,1995,"London, UK",3884,False,,28,Small
ART-5FDC4B8063E165B2,ART0358,Microsoft Achieves Profitability Milestone,Microsoft,Microsoft,COMP-11F3242118FF2ADD,2022-11-24,2022,4,11,Data Analytics,DATA_ANALYTICS,$68500.0 million,USD,False,68500000000.0,valid,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/358,Jane Doe,2451.0,Data Analytics,2018,"Austin, TX",48646,False,,4,Large
ART-20A46E2B60D2D392,ART0359,Scale AI Raises Series D Funding Round,Scale AI,Scale AI,COMP-3DA36D688D43678F,2022-07-10,2022,3,7,Data Analytics,DATA_ANALYTICS,"$500,000,000",USD,False,500000000.0,valid,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/359,John Smith,2980.0,AI/ML,2003,"Berlin, Germany",23379,False,,19,Medium
ART-19F5C23312F62C47,ART0360,Tesla Faces Regulatory Scrutiny,Tesla,Tesla,COMP-EFD12553D6A4F7E5,2023-03-25,2023,1,3,Software,SOFTWARE,$77900.0M - $86100.0M,USD,True,82000000000.0,valid_range,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/360,,821.0,Cloud Computing,2008,"London, UK",5691,True,,15,Small
ART-D40214FCAADE3C25,ART0361,Uber Faces Regulatory Scrutiny,Uber,Uber,COMP-F1905B7E8DD98927,2021-08-09,2021,3,8,Cloud Computing,CLOUD_COMPUTING,,,False,,invalid_missing,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/361,Jane Doe,1784.0,FinTech,2015,"San Francisco, CA",10144,False,UBER,6,Medium
ART-57DC01BE5F8A0574,ART0362,Stripe Achieves Profitability Milestone,Stripe,Stripe,COMP-4D08EC58743327BA,2021-08-19,2021,3,8,Financial Technology,FINTECH,Not disclosed,,False,,invalid_missing,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/362,,2344.0,Data Analytics,2002,"Seattle, WA",36348,True,STRI,19,Large
ART-45798A987339D7C4,ART0363,SpaceX Launches New AI-Powered Product,SpaceX,SpaceX,COMP-F4E821747C88DE40,2021-01-11,2021,1,1,Cloud Computing,CLOUD_COMPUTING,$3000.0 million,USD,False,3000000000.0,valid,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/363,John Smith,,AI/ML,2016,"Berlin, Germany",31018,False,,5,Large
ART-61C73E2064966CDC,ART0364,Cloudflare Releases Open Source Framework,Cloudflare,Cloudflare,COMP-A5B966CDCB605CA4,2020-04-20,2020,2,4,Big Data,DATA_ANALYTICS,$0.420 billion,USD,False,420000000.0,valid,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/364,Jane Doe,,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,22,Small
ART-64342E8CA25000F1,ART0365,Uber Expands into European Market,Uber,Uber,COMP-F1905B7E8DD98927,2021-04-14,2021,2,4,Finance,FINTECH,"$14,500,000,000",USD,False,14500000000.0,valid,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/365,,1832.0,FinTech,2015,"San Francisco, CA",10144,False,UBER,6,Medium
ART-F45467F59B8B5D42,ART0366,Cloudflare Partners with Major Enterprise Client,Cloudflare,Cloudflare,COMP-A5B966CDCB605CA4,2023-01-12,2023,1,1,Software,SOFTWARE,Not disclosed,,False,,invalid_missing,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/366,Sam Wilson,866.0,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,25,Small
ART-C4BD4ED9AF48C9B6,ART0367,Palantir Expands into European Market,Palantir,Palantir,COMP-54AADC94970AD31E,2022-01-19,2022,1,1,Financial Technology,FINTECH,"€1,327,272,727",EUR,False,1460000000.0,valid,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/367,Sam Wilson,2514.0,Cloud Computing,2005,"Berlin, Germany",42306,True,,17,Large
ART-A7ADC3670598A6AB,ART0368,Cloudflare Expands into European Market,Cloudflare,Cloudflare,COMP-A5B966CDCB605CA4,2020-01-19,2020,1,1,Finance,FINTECH,$390.0M,USD,False,390000000.0,valid,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/368,,1523.0,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,22,Small
ART-0D74E594527B03A3,ART0369,Amazon Web Services Unveils Next-Generation Platform,Amazon Web Services,Amazon Web Services,COMP-D3E00D24B34937E8,2023-08-15,2023,3,8,Big Data,DATA_ANALYTICS,$87400.0M - $96600.0M,USD,True,92000000000.0,valid_range,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/369,,1666.0,SaaS,2015,"Berlin, Germany",27826,False,,8,Medium
ART-A68F9384E0CEBA08,ART0370,Scale AI Unveils Next-Generation Platform,Scale AI,Scale AI,COMP-3DA36D688D43678F,2022-12-25,2022,4,12,Cybersecurity,CYBERSECURITY,$570.0M,USD,False,570000000.0,valid,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/370,Sam Wilson,1614.0,AI/ML,2003,"Berlin, Germany",23379,False,,19,Medium
ART-4A500B1209D2E255,ART0371,DataRobot Partners with Major Enterprise Client,DataRobot,DataRobot,COMP-7AD8A9012E991995,2021-01-19,2021,1,1,AI/ML,AI_ML,$0.220 billion,USD,False,220000000.0,valid,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/371,Jane Doe,533.0,Cloud Computing,2012,"New York, NY",23471,True,,9,Medium
ART-363A845B029BA2C9,ART0372,NVIDIA Raises Series D Funding Round,NVIDIA,NVIDIA,COMP-088472395B269710,2020-11-04,2020,4,11,InfoSec,CYBERSECURITY,Not disclosed,,False,,invalid_missing,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/372,,1852.0,AI/ML,2017,"London, UK",22031,False,,3,Medium
ART-4E6FE7F1A44FD58B,ART0373,Google DeepMind Launches New AI-Powered Product,Google DeepMind,Google DeepMind,COMP-D7B6461815275268,2020-04-24,2020,2,4,Big Data,DATA_ANALYTICS,$0.120 billion,USD,False,120000000.0,valid,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/373,John Smith,1519.0,Data Analytics,2017,"Austin, TX",24274,False,,3,Medium
ART-100AFB1671FF564C,ART0374,Uber Partners with Major Enterprise Client,Uber,Uber,COMP-F1905B7E8DD98927,2021-05-21,2021,2,5,Artificial Intelligence,AI_ML,"¥2,175,000,000,000",JPY,False,14500000000.0,valid,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/374,,1823.0,FinTech,2015,"San Francisco, CA",10144,False,UBER,6,Medium
ART-FDBDCB092EF3B1B1,ART0375,Amazon Web Services Achieves Profitability Milestone,Amazon Web Services,Amazon Web Services,COMP-D3E00D24B34937E8,2020-03-27,2020,1,3,Software,SOFTWARE,$38.000B,USD,False,38000000000.0,valid,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/375,John Smith,1392.0,SaaS,2015,"Berlin, Germany",27826,False,,5,Medium
ART-D370BA8BB9DDD380,ART0376,Meta AI Reports Record Revenue Growth,Meta AI,Meta AI,COMP-A5A4E8E5266709E9,2023-07-20,2023,3,7,Data Analytics,DATA_ANALYTICS,"£1,102,362,205",GBP,False,1400000000.0,valid,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/376,John Smith,2880.0,Data Analytics,2001,"Seattle, WA",20240,True,,22,Medium
ART-55A8BA3D384E41E9,ART0377,Cloudflare Unveils Next-Generation Platform,Cloudflare,Cloudflare,COMP-A5B966CDCB605CA4,2023-05-06,2023,2,5,Analytics,DATA_ANALYTICS,1180.0M USD,USD,False,1180000000.0,valid,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/377,,,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,25,Small
ART-E231B261BB7C663C,ART0378,Airbnb Achieves Profitability Milestone,Airbnb,Airbnb,COMP-6D785501E2B59644,2020-11-11,2020,4,11,Software,SOFTWARE,$2850.0M - $3150.0M,USD,True,3000000000.0,valid_range,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/378,Alex Johnson,2296.0,Data Analytics,1999,"London, UK",19967,False,,21,Medium
ART-A0D6E748F8C0E6EF,ART0379,Tesla Announces Breakthrough in Large Language Models,Tesla,Tesla,COMP-EFD12553D6A4F7E5,2023-11-12,2023,4,11,Analytics,DATA_ANALYTICS,,,False,,invalid_missing,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/379,Alex Johnson,2507.0,Cloud Computing,2008,"London, UK",5691,True,,15,Small
ART-DBC3F1A6474F6592,ART0380,Tesla Faces Regulatory Scrutiny,Tesla,Tesla,COMP-EFD12553D6A4F7E5,2021-01-17,2021,1,1,Analytics,DATA_ANALYTICS,$31.000B,USD,False,31000000000.0,valid,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/380,Jane Doe,1578.0,Cloud Computing,2008,"London, UK",5691,True,,13,Small
ART-51A75FB55B4B7972,ART0381,Elastic Acquires Competitor for Undisclosed Sum,Elastic,Elastic,COMP-296ABB15D702EA5D,2022-07-18,2022,3,7,SaaS,SOFTWARE,Not disclosed,,False,,invalid_missing,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/381,Alex Johnson,2707.0,Cybersecurity,2016,"San Francisco, CA",24508,True,ELAS,6,Medium
ART-8614F424AC4CF983,ART0382,Uber Reports Record Revenue Growth,Uber,Uber,COMP-F1905B7E8DD98927,2022-12-09,2022,4,12,InfoSec,CYBERSECURITY,"£19,685,039,370",GBP,False,25000000000.0,valid,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/382,Alex Johnson,2643.0,FinTech,2015,"San Francisco, CA",10144,False,UBER,7,Medium
ART-5CE1DF94FE36D58C,ART0383,Google DeepMind Announces Breakthrough in Large Language Models,Google DeepMind,Google DeepMind,COMP-D7B6461815275268,2020-09-22,2020,3,9,Artificial Intelligence,AI_ML,"$145,000,000",USD,False,145000000.0,valid,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/383,,2506.0,Data Analytics,2017,"Austin, TX",24274,False,,3,Medium
ART-07462B02F425817A,ART0384,MongoDB Faces Regulatory Scrutiny,MongoDB,MongoDB,COMP-F0C6ACFF24BC7941,2023-12-07,2023,4,12,Financial Technology,FINTECH,$1.700B,USD,False,1700000000.0,valid,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/384,Sam Wilson,827.0,SaaS,2008,"Austin, TX",16952,False,MONG,15,Medium
ART-69AE4D26BD52A522,ART0385,Palantir Achieves Profitability Milestone,Palantir,Palantir,COMP-54AADC94970AD31E,2020-04-05,2020,2,4,Software,SOFTWARE,$978.5M - $1081.5M,USD,True,1030000000.0,valid_range,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/385,,,Cloud Computing,2005,"Berlin, Germany",42306,True,,15,Large
ART-1E27FBE83907C397,ART0386,Snowflake Raises Series D Funding Round,Snowflake,Snowflake,COMP-FDA76B0BCC1E87CF,2021-03-18,2021,1,3,AI & ML,AI_ML,$950.0M - $1050.0M,USD,True,1000000000.0,valid_range,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/386,Jane Doe,1232.0,Cloud Computing,2012,"London, UK",49545,True,,9,Large
ART-CCD1CF7E52FAC138,ART0387,Elastic Unveils Next-Generation Platform,Elastic,Elastic,COMP-296ABB15D702EA5D,2023-02-17,2023,1,2,AI & ML,AI_ML,$1100.0 million,USD,False,1100000000.0,valid,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/387,,1882.0,Cybersecurity,2016,"San Francisco, CA",24508,True,ELAS,7,Medium
ART-26566593107260E5,ART0388,Amazon Web Services Releases Open Source Framework,Amazon Web Services,Amazon Web Services,COMP-D3E00D24B34937E8,2023-05-13,2023,2,5,Analytics,DATA_ANALYTICS,Not disclosed,,False,,invalid_missing,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/388,Jane Doe,1376.0,SaaS,2015,"Berlin, Germany",27826,False,,8,Medium
ART-A795631D864E4C77,ART0389,Uber Releases Open Source Framework,Uber,Uber,COMP-F1905B7E8DD98927,2021-04-06,2021,2,4,Security,CYBERSECURITY,$14.500 billion,USD,False,14500000000.0,valid,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/389,John Smith,1736.0,FinTech,2015,"San Francisco, CA",10144,False,UBER,6,Medium
ART-AD9C26829B50260F,ART0390,OpenAI Expands into European Market,OpenAI,OpenAI,COMP-A19EE5A9FDC19109,2021-03-30,2021,1,3,Data Analytics,DATA_ANALYTICS,"¥19,500,000,000",JPY,False,130000000.0,valid,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/390,Jane Doe,2003.0,Data Analytics,2006,"Austin, TX",12793,False,OPEN,15,Medium
ART-93A7BA3B0D420B0D,ART0391,Confluent Reports Record Revenue Growth,Confluent,Confluent,COMP-65AAA4A1B46C7F71,2021-04-22,2021,2,4,Finance,FINTECH,"€413,636,364",EUR,False,455000000.0,valid,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/391,Jane Doe,2860.0,Cloud Computing,1995,"London, UK",3884,False,,26,Small
ART-2B34AC30B967E75E,ART0392,Meta AI Faces Regulatory Scrutiny,Meta AI,Meta AI,COMP-A5A4E8E5266709E9,2023-08-08,2023,3,8,Artificial Intelligence,AI_ML,"£1,102,362,205",GBP,False,1400000000.0,valid,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/392,John Smith,1428.0,Data Analytics,2001,"Seattle, WA",20240,True,,22,Medium
ART-6F8CAAC536D81815,ART0393,Scale AI Faces Regulatory Scrutiny,Scale AI,Scale AI,COMP-3DA36D688D43678F,2020-01-24,2020,1,1,Big Data,DATA_ANALYTICS,$95.0M - $105.0M,USD,True,100000000.0,valid_range,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/393,Jane Doe,1404.0,AI/ML,2003,"Berlin, Germany",23379,False,,17,Medium
ART-3F78F4D1DFD77374,ART0394,Microsoft Announces Breakthrough in Large Language Models,Microsoft,Microsoft,COMP-11F3242118FF2ADD,2023-10-11,2023,4,10,Big Data,DATA_ANALYTICS,"£61,417,322,835",GBP,False,78000000000.0,valid,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/394,Sam Wilson,1876.0,Data Analytics,2018,"Austin, TX",48646,False,,5,Large
ART-15328E7EEAA0682B,ART0395,Google DeepMind Partners with Major Enterprise Client,Google DeepMind,Google DeepMind,COMP-D7B6461815275268,2023-03-16,2023,1,3,Artificial Intelligence,AI_ML,,,False,,invalid_missing,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/395,Jane Doe,2469.0,Data Analytics,2017,"Austin, TX",24274,False,,6,Medium
ART-82FA60C1D7B34E82,ART0396,Elastic Reports Record Revenue Growth,Elastic,Elastic,COMP-296ABB15D702EA5D,2022-09-26,2022,3,9,Enterprise Software,SOFTWARE,$1.030 billion,USD,False,1030000000.0,valid,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/396,Alex Johnson,2859.0,Cybersecurity,2016,"San Francisco, CA",24508,True,ELAS,6,Medium
ART-D9BFEEC1510C4BBB,ART0397,Google DeepMind Raises Series D Funding Round,Google DeepMind,Google DeepMind,COMP-D7B6461815275268,2023-10-07,2023,4,10,Cybersecurity,CYBERSECURITY,900.0M USD,USD,False,900000000.0,valid,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/397,John Smith,1193.0,Data Analytics,2017,"Austin, TX",24274,False,,6,Medium
ART-DB54F45A6684E43E,ART0398,Airbnb Faces Regulatory Scrutiny,Airbnb,Airbnb,COMP-6D785501E2B59644,2022-06-24,2022,2,6,Cloud Computing,CLOUD_COMPUTING,$5600.0 million,USD,False,5600000000.0,valid,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/398,John Smith,723.0,Data Analytics,1999,"London, UK",19967,False,,23,Medium
ART-D171A88F041DE836,ART0399,NVIDIA Faces Regulatory Scrutiny,NVIDIA,NVIDIA,COMP-088472395B269710,2020-10-29,2020,4,10,AI/ML,AI_ML,"¥1,890,000,000,000",JPY,False,12600000000.0,valid,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/399,John Smith,2703.0,AI/ML,2017,"London, UK",22031,False,,3,Medium
ART-CF8AA0C92E4EA282,ART0400,Tesla Reports Record Revenue Growth,Tesla,Tesla,COMP-EFD12553D6A4F7E5,2023-01-24,2023,1,1,Financial Technology,FINTECH,"£64,566,929,134",GBP,False,82000000000.0,valid,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/400,,1546.0,Cloud Computing,2008,"London, UK",5691,True,,15,Small
ART-BB8DA73B2DCEB08A,ART0401,Amazon Web Services Announces Breakthrough in Large Language Models,Amazon Web Services,Amazon Web Services,COMP-D3E00D24B34937E8,2021-04-08,2021,2,4,Financial Technology,FINTECH,Not disclosed,,False,,invalid_missing,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/401,,941.0,SaaS,2015,"Berlin, Germany",27826,False,,6,Medium
ART-63D5CE77FDD7D16E,ART0402,OpenAI Expands into European Market,OpenAI,OpenAI,COMP-A19EE5A9FDC19109,2023-08-22,2023,3,8,FinTech,FINTECH,$1720.0 million,USD,False,1720000000.0,valid,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/402,,2796.0,Data Analytics,2006,"Austin, TX",12793,False,OPEN,17,Medium
ART-75243FAB28392211,ART0403,OpenAI Announces Breakthrough in Large Language Models,OpenAI,OpenAI,COMP-A19EE5A9FDC19109,2021-05-21,2021,2,5,Finance,FINTECH,"€163,636,364",EUR,False,180000000.0,valid,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/403,,2553.0,Data Analytics,2006,"Austin, TX",12793,False,OPEN,15,Medium
ART-CB2FEC81B1C8CFD6,ART0404,Databricks Announces Breakthrough in Large Language Models,Databricks,Databricks,COMP-2D3DAD417C3B2CB2,2023-05-07,2023,2,5,Big Data,DATA_ANALYTICS,$2150.0 million,USD,False,2150000000.0,valid,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/404,Sam Wilson,859.0,Data Analytics,2003,"Berlin, Germany",17962,True,DATA,20,Medium
ART-856837DB227C3B7C,ART0405,Uber Releases Open Source Framework,Uber,Uber,COMP-F1905B7E8DD98927,2023-10-20,2023,4,10,FinTech,FINTECH,Not disclosed,,False,,invalid_missing,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/405,Alex Johnson,1039.0,FinTech,2015,"San Francisco, CA",10144,False,UBER,8,Medium
ART-FC7217DC19C0B65F,ART0406,Tesla Achieves Profitability Milestone,Tesla,Tesla,COMP-EFD12553D6A4F7E5,2020-10-10,2020,4,10,Software,SOFTWARE,26000.0M USD,USD,False,26000000000.0,valid,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/406,Alex Johnson,,Cloud Computing,2008,"London, UK",5691,True,,12,Small
ART-7F5653CF9BAC0492,ART0407,Elastic Unveils Next-Generation Platform,Elastic,Elastic,COMP-296ABB15D702EA5D,2020-08-30,2020,3,8,Data Analytics,DATA_ANALYTICS,Not disclosed,,False,,invalid_missing,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/407,,1621.0,Cybersecurity,2016,"San Francisco, CA",24508,True,ELAS,4,Medium
ART-9B7199DAABB91BA0,ART0408,Microsoft Reports Record Revenue Growth,Microsoft,Microsoft,COMP-11F3242118FF2ADD,2020-06-08,2020,2,6,Cloud,CLOUD_COMPUTING,44500.0M USD,USD,False,44500000000.0,valid,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/408,Jane Doe,1971.0,Data Analytics,2018,"Austin, TX",48646,False,,2,Large
ART-85C15879627280F6,ART0409,Google DeepMind Unveils Next-Generation Platform,Google DeepMind,Google DeepMind,COMP-D7B6461815275268,2022-03-09,2022,1,3,SaaS,SOFTWARE,,,False,,invalid_missing,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/409,Jane Doe,1426.0,Data Analytics,2017,"Austin, TX",24274,False,,5,Medium
ART-47088CFA08A91BEB,ART0410,Anthropic CEO Discusses Future of AI,Anthropic,Anthropic,COMP-B780A23B530EF6BB,2020-01-31,2020,1,1,Cybersecurity,CYBERSECURITY,"¥750,000,000",JPY,False,5000000.0,valid,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/410,Sam Wilson,2374.0,FinTech,2006,"San Francisco, CA",43747,False,,14,Large
ART-AA0A918E5EAD88D7,ART0411,NVIDIA CEO Discusses Future of AI,NVIDIA,NVIDIA,COMP-088472395B269710,2022-04-09,2022,2,4,Big Data,DATA_ANALYTICS,"¥2,670,000,000,000",JPY,False,17800000000.0,valid,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/411,John Smith,1506.0,AI/ML,2017,"London, UK",22031,False,,5,Medium
ART-92397210CB5796A3,ART0412,MongoDB Releases Open Source Framework,MongoDB,MongoDB,COMP-F0C6ACFF24BC7941,2022-03-21,2022,1,3,Artificial Intelligence,AI_ML,"¥162,000,000,000",JPY,False,1080000000.0,valid,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/412,Alex Johnson,1671.0,SaaS,2008,"Austin, TX",16952,False,MONG,14,Medium
ART-462D63201FD78391,ART0413,Palantir Launches New AI-Powered Product,Palantir,Palantir,COMP-54AADC94970AD31E,2022-05-15,2022,2,5,Artificial Intelligence,AI_ML,$1472.5M - $1627.5M,USD,True,1550000000.0,valid_range,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/413,Jane Doe,2738.0,Cloud Computing,2005,"Berlin, Germany",42306,True,,17,Large
ART-AD39FB82066F4C50,ART0414,Microsoft CEO Discusses Future of AI,Microsoft,Microsoft,COMP-11F3242118FF2ADD,2022-04-26,2022,2,4,Security,CYBERSECURITY,,,False,,invalid_missing,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/414,Alex Johnson,1171.0,Data Analytics,2018,"Austin, TX",48646,False,,4,Large
ART-0E3AB9074B0D46B9,ART0415,Meta AI Raises Series D Funding Round,Meta AI,Meta AI,COMP-A5A4E8E5266709E9,2020-08-21,2020,3,8,Security,CYBERSECURITY,,,False,,invalid_missing,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/415,,1199.0,Data Analytics,2001,"Seattle, WA",20240,True,,19,Medium
ART-CE79C4C356B44D82,ART0416,Stripe Faces Regulatory Scrutiny,Stripe,Stripe,COMP-4D08EC58743327BA,2023-09-12,2023,3,9,Cloud,CLOUD_COMPUTING,$2.950 billion,USD,False,2950000000.0,valid,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/416,Sam Wilson,1240.0,Data Analytics,2002,"Seattle, WA",36348,True,STRI,21,Large
ART-13F91A7C5273C1EB,ART0417,Meta AI Launches New AI-Powered Product,Meta AI,Meta AI,COMP-A5A4E8E5266709E9,2021-02-19,2021,1,2,Financial Technology,FINTECH,,,False,,invalid_missing,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/417,,2358.0,Data Analytics,2001,"Seattle, WA",20240,True,,20,Medium
